ID,Name,Internal Name
2063,Skyware Chandelier,SkywareChandelier
2064,Spooky Chandelier,SpookyChandelier
2065,Glass Chandelier,GlassChandelier
2066,Cactus Bed,CactusBed
2067,Flesh Bed,FleshBed
2068,Frozen Bed,FrozenBed
2069,Lihzahrd Bed,LihzahrdBed
2070,Skyware Bed,SkywareBed
2071,Spooky Bed,SpookyBed
2072,Cactus Bathtub,CactusBathtub
2073,Ebonwood Bathtub,EbonwoodBathtub
2074,Flesh Bathtub,FleshBathtub
2075,Glass Bathtub,GlassBathtub
2076,Frozen Bathtub,FrozenBathtub
2077,Rich Mahogany Bathtub,RichMahoganyBathtub
2078,Pearlwood Bathtub,PearlwoodBathtub
2079,Lihzahrd Bathtub,LihzahrdBathtub
2080,Skyware Bathtub,SkywareBathtub
2081,Spooky Bathtub,SpookyBathtub
2082,Cactus Lamp,CactusLamp
2083,Ebonwood Lamp,EbonwoodLamp
2084,Flesh Lamp,FleshLamp
2085,Glass Lamp,GlassLamp
2086,Frozen Lamp,FrozenLamp
2087,Rich Mahogany Lamp,RichMahoganyLamp
2088,Pearlwood Lamp,PearlwoodLamp
2089,Lihzahrd Lamp,LihzahrdLamp
2090,Skyware Lamp,SkywareLamp
2091,Spooky Lamp,SpookyLamp
2092,Cactus Candelabra,CactusCandelabra
2093,Ebonwood Candelabra,EbonwoodCandelabra
2094,Flesh Candelabra,FleshCandelabra
2095,Honey Candelabra,HoneyCandelabra
2096,Steampunk Candelabra,SteampunkCandelabra
2097,Glass Candelabra,GlassCandelabra
2098,Rich Mahogany Candelabra,RichMahoganyCandelabra
2099,Pearlwood Candelabra,PearlwoodCandelabra
2100,Frozen Candelabra,FrozenCandelabra
2101,Lihzahrd Candelabra,LihzahrdCandelabra
2102,Skyware Candelabra,SkywareCandelabra
2103,Spooky Candelabra,SpookyCandelabra
2104,Brain of Cthulhu Mask,BrainMask
2105,Wall of Flesh Mask,FleshMask
2106,Twin Mask,TwinMask
2107,Skeletron Prime Mask,SkeletronPrimeMask
2108,Queen Bee Mask,BeeMask
2109,Plantera Mask,PlanteraMask
2110,Golem Mask,GolemMask
2111,Eater of Worlds Mask,EaterMask
2112,Eye of Cthulhu Mask,EyeMask
2113,Destroyer Mask,DestroyerMask
2114,Blacksmith Rack,BlacksmithRack
2115,Carpentry Rack,CarpentryRack
2116,Helmet Rack,HelmetRack
2117,Spear Rack,SpearRack
2118,Sword Rack,SwordRack
2119,Stone Slab,StoneSlab
2120,Sandstone Slab,SandstoneSlab
2121,Frog,Frog
2122,Mallard Duck,MallardDuck
2123,Duck,Duck
2124,Honey Bathtub,HoneyBathtub
2125,Steampunk Bathtub,SteampunkBathtub
2126,Living Wood Bathtub,LivingWoodBathtub
2127,Shadewood Bathtub,ShadewoodBathtub
2128,Bone Bathtub,BoneBathtub
2129,Honey Lamp,HoneyLamp
2130,Steampunk Lamp,SteampunkLamp
2131,Living Wood Lamp,LivingWoodLamp
2132,Shadewood Lamp,ShadewoodLamp
2133,Golden Lamp,GoldenLamp
2134,Bone Lamp,BoneLamp
2135,Living Wood Bookcase,LivingWoodBookcase
2136,Shadewood Bookcase,ShadewoodBookcase
2137,Golden Bookcase,GoldenBookcase
2138,Bone Bookcase,BoneBookcase
2139,Living Wood Bed,LivingWoodBed
2140,Bone Bed,BoneBed
2141,Living Wood Chandelier,LivingWoodChandelier
2142,Shadewood Chandelier,ShadewoodChandelier
2143,Golden Chandelier,GoldenChandelier
2144,Bone Chandelier,BoneChandelier
2145,Living Wood Lantern,LivingWoodLantern
2146,Shadewood Lantern,ShadewoodLantern
2147,Golden Lantern,GoldenLantern
2148,Bone Lantern,BoneLantern
2149,Living Wood Candelabra,LivingWoodCandelabra
2150,Shadewood Candelabra,ShadewoodCandelabra
2151,Golden Candelabra,GoldenCandelabra
2152,Bone Candelabra,BoneCandelabra
2153,Living Wood Candle,LivingWoodCandle
2154,Shadewood Candle,ShadewoodCandle
2155,Golden Candle,GoldenCandle
2156,Black Scorpion,BlackScorpion
2157,Scorpion,Scorpion
2158,Bubble Wallpaper,BubbleWallpaper
2159,Copper Pipe Wallpaper,CopperPipeWallpaper
2160,Ducky Wallpaper,DuckyWallpaper
2161,Frost Core,FrostCore
2162,Bunny Cage,BunnyCage
2163,Squirrel Cage,SquirrelCage
2164,Mallard Duck Cage,MallardDuckCage
2165,Duck Cage,DuckCage
2166,Bird Cage,BirdCage
2167,Blue Jay Cage,BlueJayCage
2168,Cardinal Cage,CardinalCage
2169,Waterfall Wall,WaterfallWall
2170,Lavafall Wall,LavafallWall
2171,Crimson Seeds,CrimsonSeeds
2172,Heavy Work Bench,HeavyWorkBench
2173,Copper Plating,CopperPlating
2174,Snail Cage,SnailCage
2175,Glowing Snail Cage,GlowingSnailCage
2176,Shroomite Digging Claw,ShroomiteDiggingClaw
2177,Ammo Box,AmmoBox
2178,Monarch Butterfly Jar,MonarchButterflyJar
2179,Purple Emperor Butterfly Jar,PurpleEmperorButterflyJar
2180,Red Admiral Butterfly Jar,RedAdmiralButterflyJar
2181,Ulysses Butterfly Jar,UlyssesButterflyJar
2182,Sulphur Butterfly Jar,SulphurButterflyJar
2183,Tree Nymph Butterfly Jar,TreeNymphButterflyJar
2184,Zebra Swallowtail Butterfly Jar,ZebraSwallowtailButterflyJar
2185,Julia Butterfly Jar,JuliaButterflyJar
2186,Scorpion Cage,ScorpionCage
2187,Black Scorpion Cage,BlackScorpionCage
2188,Venom Staff,VenomStaff
2189,Spectre Mask,SpectreMask
2190,Frog Cage,FrogCage
2191,Mouse Cage,MouseCage
2192,Bone Welder,BoneWelder
2193,Flesh Cloning Vat,FleshCloningVaat
2194,Glass Kiln,GlassKiln
2195,Lihzahrd Furnace,LihzahrdFurnace
2196,Living Loom,LivingLoom
2197,Sky Mill,SkyMill
2198,Ice Machine,IceMachine
2199,Beetle Helmet,BeetleHelmet
2200,Beetle Scale Mail,BeetleScaleMail
2201,Beetle Shell,BeetleShell
2202,Beetle Leggings,BeetleLeggings
2203,Steampunk Boiler,SteampunkBoiler
2204,Honey Dispenser,HoneyDispenser
2205,Penguin,Penguin
2206,Penguin Cage,PenguinCage
2207,Worm Cage,WormCage
2208,Terrarium,Terrarium
2209,Super Mana Potion,SuperManaPotion
2210,Ebonwood Fence,EbonwoodFence
2211,Rich Mahogany Fence,RichMahoganyFence
2212,Pearlwood Fence,PearlwoodFence
2213,Shadewood Fence,ShadewoodFence
2214,Brick Layer,BrickLayer
2215,Extendo Grip,ExtendoGrip
2216,Paint Sprayer,PaintSprayer
2217,Portable Cement Mixer,PortableCementMixer
2218,Beetle Husk,BeetleHusk
2219,Celestial Magnet,CelestialMagnet
2220,Celestial Emblem,CelestialEmblem
2221,Celestial Cuffs,CelestialCuffs
2222,Peddler's Hat,PeddlersHat
2223,Pulse Bow,PulseBow
2224,Large Dynasty Lantern,DynastyChandelier
2225,Dynasty Lamp,DynastyLamp
2226,Dynasty Lantern,DynastyLantern
2227,Large Dynasty Candle,DynastyCandelabra
2228,Dynasty Chair,DynastyChair
2229,Dynasty Work Bench,DynastyWorkBench
2230,Dynasty Chest,DynastyChest
2231,Dynasty Bed,DynastyBed
2232,Dynasty Bathtub,DynastyBathtub
2233,Dynasty Bookcase,DynastyBookcase
2234,Dynasty Cup,DynastyCup
2235,Dynasty Bowl,DynastyBowl
2236,Dynasty Candle,DynastyCandle
2237,Dynasty Clock,DynastyClock
2238,Golden Clock,GoldenClock
2239,Glass Clock,GlassClock
2240,Honey Clock,HoneyClock
2241,Steampunk Clock,SteampunkClock
2242,Fancy Dishes,FancyDishes
2243,Glass Bowl,GlassBowl
2244,Wine Glass,WineGlass
2245,Living Wood Piano,LivingWoodPiano
2246,Flesh Piano,FleshPiano
2247,Frozen Piano,FrozenPiano
2248,Frozen Table,FrozenTable
2249,Honey Chest,HoneyChest
2250,Steampunk Chest,SteampunkChest
2251,Honey Work Bench,HoneyWorkBench
2252,Frozen Work Bench,FrozenWorkBench
2253,Steampunk Work Bench,SteampunkWorkBench
2254,Glass Piano,GlassPiano
2255,Honey Piano,HoneyPiano
2256,Steampunk Piano,SteampunkPiano
2257,Honey Cup,HoneyCup
2258,Chalice,SteampunkCup
2259,Dynasty Table,DynastyTable
2260,Dynasty Wood,DynastyWood
2261,Red Dynasty Shingles,RedDynastyShingles
2262,Blue Dynasty Shingles,BlueDynastyShingles
2263,White Dynasty Wall,WhiteDynastyWall
2264,Blue Dynasty Wall,BlueDynastyWall
2265,Dynasty Door,DynastyDoor
2266,Sake,Sake
2267,Pad Thai,PadThai
2268,Pho,Pho
2269,Revolver,Revolver
2270,Gatligator,Gatligator
2271,Arcane Rune Wall,ArcaneRuneWall
2272,Water Gun,WaterGun
2273,Katana,Katana
2274,Ultrabright Torch,UltrabrightTorch
2275,Magic Hat,MagicHat
2276,Diamond Ring,DiamondRing
2277,Gi,Gi
2278,Kimono,Kimono
2279,Mystic Robe,GypsyRobe
2280,Beetle Wings,BeetleWings
2281,Tiger Skin,TigerSkin
2282,Leopard Skin,LeopardSkin
2283,Zebra Skin,ZebraSkin
2284,Crimson Cloak,CrimsonCloak
2285,Mysterious Cape,MysteriousCape
2286,Red Cape,RedCape
2287,Winter Cape,WinterCape
2288,Frozen Chair,FrozenChair
2289,Wood Fishing Pole,WoodFishingPole
2290,Bass,Bass
2291,Reinforced Fishing Pole,ReinforcedFishingPole
2292,Fiberglass Fishing Pole,FiberglassFishingPole
2293,Fisher of Souls,FisherofSouls
2294,Golden Fishing Rod,GoldenFishingRod
2295,Mechanic's Rod,MechanicsRod
2296,Sitting Duck's Fishing Pole,SittingDucksFishingRod
2297,Trout,Trout
2298,Salmon,Salmon
2299,Atlantic Cod,AtlanticCod
2300,Tuna,Tuna
2301,Red Snapper,RedSnapper
2302,Neon Tetra,NeonTetra
2303,Armored Cavefish,ArmoredCavefish
2304,Damselfish,Damselfish
2305,Crimson Tigerfish,CrimsonTigerfish
2306,Frost Minnow,FrostMinnow
2307,Princess Fish,PrincessFish
2308,Golden Carp,GoldenCarp
2309,Specular Fish,SpecularFish
2310,Prismite,Prismite
2311,Variegated Lardfish,VariegatedLardfish
2312,Flarefin Koi,FlarefinKoi
2313,Double Cod,DoubleCod
2314,Honeyfin,Honeyfin
2315,Obsidifish,Obsidifish
2316,Shrimp,Shrimp
2317,Chaos Fish,ChaosFish
2318,Ebonkoi,Ebonkoi
2319,Hemopiranha,Hemopiranha
2320,Rockfish,Rockfish
2321,Stinkfish,Stinkfish
2322,Mining Potion,MiningPotion
2323,Heartreach Potion,HeartreachPotion
2324,Calming Potion,CalmingPotion
2325,Builder Potion,BuilderPotion
2326,Titan Potion,TitanPotion
2327,Flipper Potion,FlipperPotion
2328,Summoning Potion,SummoningPotion
2329,Dangersense Potion,TrapsightPotion
2330,Purple Clubberfish,PurpleClubberfish
2331,Obsidian Swordfish,ObsidianSwordfish
2332,Swordfish,Swordfish
2333,Iron Fence,IronFence
2334,Wooden Crate,WoodenCrate
2335,Iron Crate,IronCrate
2336,Golden Crate,GoldenCrate
2337,Old Shoe,OldShoe
2338,Seaweed,FishingSeaweed
2339,Tin Can,TinCan
2340,Minecart Track,MinecartTrack
2341,Reaver Shark,ReaverShark
2342,Sawtooth Shark,SawtoothShark
2343,Minecart,Minecart
2344,Ammo Reservation Potion,AmmoReservationPotion
2345,Lifeforce Potion,LifeforcePotion
2346,Endurance Potion,EndurancePotion
2347,Rage Potion,RagePotion
2348,Inferno Potion,InfernoPotion
2349,Wrath Potion,WrathPotion
2350,Recall Potion,RecallPotion
2351,Teleportation Potion,TeleportationPotion
2352,Love Potion,LovePotion
2353,Stink Potion,StinkPotion
2354,Fishing Potion,FishingPotion
2355,Sonar Potion,SonarPotion
2356,Crate Potion,CratePotion
2357,Shiverthorn Seeds,ShiverthornSeeds
2358,Shiverthorn,Shiverthorn
2359,Warmth Potion,WarmthPotion
2360,Fish Hook,FishHook
2361,Bee Headgear,BeeHeadgear
2362,Bee Breastplate,BeeBreastplate
2363,Bee Greaves,BeeGreaves
2364,Hornet Staff,HornetStaff
2365,Imp Staff,ImpStaff
2366,Queen Spider Staff,QueenSpiderStaff
2367,Angler Hat,AnglerHat
2368,Angler Vest,AnglerVest
2369,Angler Pants,AnglerPants
2370,Spider Mask,SpiderMask
2371,Spider Breastplate,SpiderBreastplate
2372,Spider Greaves,SpiderGreaves
2373,High Test Fishing Line,HighTestFishingLine
2374,Angler Earring,AnglerEarring
2375,Tackle Box,TackleBox
2376,Blue Dungeon Piano,BlueDungeonPiano
2377,Green Dungeon Piano,GreenDungeonPiano
2378,Pink Dungeon Piano,PinkDungeonPiano
2379,Golden Piano,GoldenPiano
2380,Obsidian Piano,ObsidianPiano
2381,Bone Piano,BonePiano
2382,Cactus Piano,CactusPiano
2383,Spooky Piano,SpookyPiano
2384,Skyware Piano,SkywarePiano
2385,Lihzahrd Piano,LihzahrdPiano
2386,Blue Dungeon Dresser,BlueDungeonDresser
2387,Green Dungeon Dresser,GreenDungeonDresser
2388,Pink Dungeon Dresser,PinkDungeonDresser
2389,Golden Dresser,GoldenDresser
2390,Obsidian Dresser,ObsidianDresser
2391,Bone Dresser,BoneDresser
2392,Cactus Dresser,CactusDresser
2393,Spooky Dresser,SpookyDresser
2394,Skyware Dresser,SkywareDresser
2395,Honey Dresser,HoneyDresser
2396,Lihzahrd Dresser,LihzahrdDresser
2397,Sofa,Sofa
2398,Ebonwood Sofa,EbonwoodSofa
2399,Rich Mahogany Sofa,RichMahoganySofa
2400,Pearlwood Sofa,PearlwoodSofa
2401,Shadewood Sofa,ShadewoodSofa
2402,Blue Dungeon Sofa,BlueDungeonSofa
2403,Green Dungeon Sofa,GreenDungeonSofa
2404,Pink Dungeon Sofa,PinkDungeonSofa
2405,Golden Sofa,GoldenSofa
2406,Obsidian Sofa,ObsidianSofa
2407,Bone Sofa,BoneSofa
2408,Cactus Sofa,CactusSofa
2409,Spooky Sofa,SpookySofa
2410,Skyware Sofa,SkywareSofa
2411,Honey Sofa,HoneySofa
2412,Steampunk Sofa,SteampunkSofa
2413,Mushroom Sofa,MushroomSofa
2414,Glass Sofa,GlassSofa
2415,Pumpkin Sofa,PumpkinSofa
2416,Lihzahrd Sofa,LihzahrdSofa
2417,Seashell Hairpin,SeashellHairpin
2418,Mermaid Adornment,MermaidAdornment
2419,Mermaid Tail,MermaidTail
2420,Zephyr Fish,ZephyrFish
2421,Fleshcatcher,Fleshcatcher
2422,Hotline Fishing Hook,HotlineFishingHook
2423,Frog Leg,FrogLeg
2424,Anchor,Anchor
2425,Cooked Fish,CookedFish
2426,Cooked Shrimp,CookedShrimp
2427,Sashimi,Sashimi
2428,Fuzzy Carrot,FuzzyCarrot
2429,Scaly Truffle,ScalyTruffle
2430,Slimy Saddle,SlimySaddle
2431,Bee Wax,BeeWax
2432,Copper Plating Wall,CopperPlatingWall
2433,Stone Slab Wall,StoneSlabWall
2434,Sail,Sail
2435,Coralstone Block,CoralstoneBlock
2436,Blue Jellyfish,BlueJellyfish
2437,Green Jellyfish,GreenJellyfish
2438,Pink Jellyfish,PinkJellyfish
2439,Blue Jellyfish Jar,BlueJellyfishJar
2440,Green Jellyfish Jar,GreenJellyfishJar
2441,Pink Jellyfish Jar,PinkJellyfishJar
2442,Life Preserver,LifePreserver
2443,Ship's Wheel,ShipsWheel
2444,Compass Rose,CompassRose
2445,Wall Anchor,WallAnchor
2446,Goldfish Trophy,GoldfishTrophy
2447,Bunnyfish Trophy,BunnyfishTrophy
2448,Swordfish Trophy,SwordfishTrophy
2449,Sharkteeth Trophy,SharkteethTrophy
2450,Batfish,Batfish
2451,Bumblebee Tuna,BumblebeeTuna
2452,Catfish,Catfish
2453,Cloudfish,Cloudfish
2454,Cursedfish,Cursedfish
2455,Dirtfish,Dirtfish
2456,Dynamite Fish,DynamiteFish
2457,Eater of Plankton,EaterofPlankton
2458,Fallen Starfish,FallenStarfish
2459,The Fish of Cthulhu,TheFishofCthulu
2460,Fishotron,Fishotron
2461,Harpyfish,Harpyfish
2462,Hungerfish,Hungerfish
2463,Ichorfish,Ichorfish
2464,Jewelfish,Jewelfish
2465,Mirage Fish,MirageFish
2466,Mutant Flinxfin,MutantFlinxfin
2467,Pengfish,Pengfish
2468,Pixiefish,Pixiefish
2469,Spiderfish,Spiderfish
2470,Tundra Trout,TundraTrout
2471,Unicorn Fish,UnicornFish
2472,Guide Voodoo Fish,GuideVoodooFish
2473,Wyverntail,Wyverntail
2474,Zombie Fish,ZombieFish
2475,Amanita Fungifin,AmanitaFungifin
2476,Angelfish,Angelfish
2477,Bloody Manowar,BloodyManowar
2478,Bonefish,Bonefish
2479,Bunnyfish,Bunnyfish
2480,Cap'n Tunabeard,CapnTunabeard
2481,Clownfish,Clownfish
2482,Demonic Hellfish,DemonicHellfish
2483,Derpfish,Derpfish
2484,Fishron,Fishron
2485,Infected Scabbardfish,InfectedScabbardfish
2486,Mudfish,Mudfish
2487,Slimefish,Slimefish
2488,Tropical Barracuda,TropicalBarracuda
2489,King Slime Trophy,KingSlimeTrophy
2490,Ship in a Bottle,ShipInABottle
2491,Hardy Saddle,HardySaddle
2492,Pressure Plate Track,PressureTrack
2493,King Slime Mask,KingSlimeMask
2494,Fin Wings,FinWings
2495,Treasure Map,TreasureMap
2496,Seaweed Planter,SeaweedPlanter
2497,Pillagin' Me Pixels,PillaginMePixels
2498,Fish Costume Mask,FishCostumeMask
2499,Fish Costume Shirt,FishCostumeShirt
2500,Fish Costume Finskirt,FishCostumeFinskirt
2501,Ginger Beard,GingerBeard
2502,Honeyed Goggles,HoneyedGoggles
2503,Boreal Wood,BorealWood
2504,Palm Wood,PalmWood
2505,Boreal Wood Wall,BorealWoodWall
2506,Palm Wood Wall,PalmWoodWall
2507,Boreal Wood Fence,BorealWoodFence
2508,Palm Wood Fence,PalmWoodFence
2509,Boreal Wood Helmet,BorealWoodHelmet
2510,Boreal Wood Breastplate,BorealWoodBreastplate
2511,Boreal Wood Greaves,BorealWoodGreaves
2512,Palm Wood Helmet,PalmWoodHelmet
2513,Palm Wood Breastplate,PalmWoodBreastplate
2514,Palm Wood Greaves,PalmWoodGreaves
2515,Palm Wood Bow,PalmWoodBow
2516,Palm Wood Hammer,PalmWoodHammer
2517,Palm Wood Sword,PalmWoodSword
2518,Palm Wood Platform,PalmWoodPlatform
2519,Palm Wood Bathtub,PalmWoodBathtub
2520,Palm Wood Bed,PalmWoodBed
2521,Palm Wood Bench,PalmWoodBench
2522,Palm Wood Candelabra,PalmWoodCandelabra
2523,Palm Wood Candle,PalmWoodCandle
2524,Palm Wood Chair,PalmWoodChair
2525,Palm Wood Chandelier,PalmWoodChandelier
2526,Palm Wood Chest,PalmWoodChest
2527,Palm Wood Sofa,PalmWoodSofa
2528,Palm Wood Door,PalmWoodDoor
2529,Palm Wood Dresser,PalmWoodDresser
2530,Palm Wood Lantern,PalmWoodLantern
2531,Palm Wood Piano,PalmWoodPiano
2532,Palm Wood Table,PalmWoodTable
2533,Palm Wood Lamp,PalmWoodLamp
2534,Palm Wood Work Bench,PalmWoodWorkBench
2535,Optic Staff,OpticStaff
2536,Palm Wood Bookcase,PalmWoodBookcase
2537,Mushroom Bathtub,MushroomBathtub
2538,Mushroom Bed,MushroomBed
2539,Mushroom Bench,MushroomBench
2540,Mushroom Bookcase,MushroomBookcase
2541,Mushroom Candelabra,MushroomCandelabra
2542,Mushroom Candle,MushroomCandle
2543,Mushroom Chandelier,MushroomChandelier
2544,Mushroom Chest,MushroomChest
2545,Mushroom Dresser,MushroomDresser
2546,Mushroom Lantern,MushroomLantern
2547,Mushroom Lamp,MushroomLamp
2548,Mushroom Piano,MushroomPiano
2549,Mushroom Platform,MushroomPlatform
2550,Mushroom Table,MushroomTable
2551,Spider Staff,SpiderStaff
2552,Boreal Wood Bathtub,BorealWoodBathtub
2553,Boreal Wood Bed,BorealWoodBed
2554,Boreal Wood Bookcase,BorealWoodBookcase
2555,Boreal Wood Candelabra,BorealWoodCandelabra
2556,Boreal Wood Candle,BorealWoodCandle
2557,Boreal Wood Chair,BorealWoodChair
2558,Boreal Wood Chandelier,BorealWoodChandelier
2559,Boreal Wood Chest,BorealWoodChest
2560,Boreal Wood Clock,BorealWoodClock
2561,Boreal Wood Door,BorealWoodDoor
2562,Boreal Wood Dresser,BorealWoodDresser
2563,Boreal Wood Lamp,BorealWoodLamp
2564,Boreal Wood Lantern,BorealWoodLantern
2565,Boreal Wood Piano,BorealWoodPiano
2566,Boreal Wood Platform,BorealWoodPlatform
2567,Slime Bathtub,SlimeBathtub
2568,Slime Bed,SlimeBed
2569,Slime Bookcase,SlimeBookcase
2570,Slime Candelabra,SlimeCandelabra
2571,Slime Candle,SlimeCandle
2572,Slime Chair,SlimeChair
2573,Slime Chandelier,SlimeChandelier
2574,Slime Chest,SlimeChest
2575,Slime Clock,SlimeClock
2576,Slime Door,SlimeDoor
2577,Slime Dresser,SlimeDresser
2578,Slime Lamp,SlimeLamp
2579,Slime Lantern,SlimeLantern
2580,Slime Piano,SlimePiano
2581,Slime Platform,SlimePlatform
2582,Slime Sofa,SlimeSofa
2583,Slime Table,SlimeTable
2584,Pirate Staff,PirateStaff
2585,Slime Hook,SlimeHook
2586,Sticky Grenade,StickyGrenade
2587,Tartar Sauce,TartarSauce
2588,Duke Fishron Mask,DukeFishronMask
2589,Duke Fishron Trophy,DukeFishronTrophy
2590,Molotov Cocktail,MolotovCocktail
2591,Bone Clock,BoneClock
2592,Cactus Clock,CactusClock
2593,Ebonwood Clock,EbonwoodClock
2594,Frozen Clock,FrozenClock
2595,Lihzahrd Clock,LihzahrdClock
2596,Living Wood Clock,LivingWoodClock
2597,Rich Mahogany Clock,RichMahoganyClock
2598,Flesh Clock,FleshClock
2599,Mushroom Clock,MushroomClock
2600,Obsidian Clock,ObsidianClock
2601,Palm Wood Clock,PalmWoodClock
2602,Pearlwood Clock,PearlwoodClock
2603,Pumpkin Clock,PumpkinClock
2604,Shadewood Clock,ShadewoodClock
2605,Spooky Clock,SpookyClock
2606,Skyware Clock,SkywareClock
2607,Spider Fang,SpiderFang
2608,Falcon Blade,FalconBlade
2609,Fishron Wings,FishronWings
2610,Slime Gun,SlimeGun
2611,Flairon,Flairon
2612,Green Dungeon Chest,GreenDungeonChest
2613,Pink Dungeon Chest,PinkDungeonChest
2614,Blue Dungeon Chest,BlueDungeonChest
2615,Bone Chest,BoneChest
2616,Cactus Chest,CactusChest
2617,Flesh Chest,FleshChest
2618,Obsidian Chest,ObsidianChest
2619,Pumpkin Chest,PumpkinChest
2620,Spooky Chest,SpookyChest
2621,Tempest Staff,TempestStaff
2622,Razorblade Typhoon,RazorbladeTyphoon
2623,Bubble Gun,BubbleGun
2624,Tsunami,Tsunami
2625,Seashell,Seashell
2626,Starfish,Starfish
2627,Steampunk Platform,SteampunkPlatform
2628,Skyware Platform,SkywarePlatform
2629,Living Wood Platform,LivingWoodPlatform
2630,Honey Platform,HoneyPlatform
2631,Skyware Work Bench,SkywareWorkbench
2632,Glass Work Bench,GlassWorkBench
2633,Living Wood Work Bench,LivingWoodWorkBench
2634,Flesh Sofa,FleshSofa
2635,Frozen Sofa,FrozenSofa
2636,Living Wood Sofa,LivingWoodSofa
2637,Pumpkin Dresser,PumpkinDresser
2638,Steampunk Dresser,SteampunkDresser
2639,Glass Dresser,GlassDresser
2640,Flesh Dresser,FleshDresser
2641,Pumpkin Lantern,PumpkinLantern
2642,Obsidian Lantern,ObsidianLantern
2643,Pumpkin Lamp,PumpkinLamp
2644,Obsidian Lamp,ObsidianLamp
2645,Blue Dungeon Lamp,BlueDungeonLamp
2646,Green Dungeon Lamp,GreenDungeonLamp
2647,Pink Dungeon Lamp,PinkDungeonLamp
2648,Honey Candle,HoneyCandle
2649,Steampunk Candle,SteampunkCandle
2650,Spooky Candle,SpookyCandle
2651,Obsidian Candle,ObsidianCandle
2652,Blue Dungeon Chandelier,BlueDungeonChandelier
2653,Green Dungeon Chandelier,GreenDungeonChandelier
2654,Pink Dungeon Chandelier,PinkDungeonChandelier
2655,Steampunk Chandelier,SteampunkChandelier
2656,Pumpkin Chandelier,PumpkinChandelier
2657,Obsidian Chandelier,ObsidianChandelier
2658,Blue Dungeon Bathtub,BlueDungeonBathtub
2659,Green Dungeon Bathtub,GreenDungeonBathtub
2660,Pink Dungeon Bathtub,PinkDungeonBathtub
2661,Pumpkin Bathtub,PumpkinBathtub
2662,Obsidian Bathtub,ObsidianBathtub
