name,id,Version,Type,Category,Mod
Chicken Sausage,HCSausagechicken,B41 Beta,Food,Food Sausage,Hydrocraft
Chicken Seasoning,HCChickenseasoning,B41 Beta,Food,Food Condiments,Hydrocraft
Chicken Wire,HCChickenwire,B41 Beta,Normal,Recycling,Hydrocraft
Chicory,HCChicory,B41 Beta,Food,Foraging,Hydrocraft
Child Safety Scissors,HCChildsafetyscissors,B41 Beta,Normal,Tools,Hydrocraft
Chili Pepper,HCChilipepper,B41 Beta,Food,Food Vegetables,Hydrocraft
Chili Pepper Seeds,HCChilipepperseeds,B41 Beta,Normal,Seeds,Hydrocraft
Chili Pepper Seeds Packet,HCChilipepperseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Chili Pepper Stem,HCChilipepperstem,B41 Beta,Normal,Herbalism,Hydrocraft
Chili Powder,HCChilipowder,B41 Beta,Food,Food Condiments,Hydrocraft
Chinese Cabbage,HCChinesecabbage,B41 Beta,Food,Food Vegetables,Hydrocraft
Chinese Cabbage Seeds,HCChinesecabbageseeds,B41 Beta,Normal,Seeds,Hydrocraft
Chinese Cabbage Seeds Packet,HCChinesecabbageseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Chinese Takeout,HCLeftovers2,B41 Beta,Food,Food Other,Hydrocraft
Chinese Textbook,HCBookchinese,B41 Beta,Literature,Books,Hydrocraft
Chipped Stone,SharpedStone,41.1,Normal,newitems,Classic
Chips,Crisps,B41 Beta,Food,items_food,Hydrocraft
Chips,Crisps2,B41 Beta,Food,items_food,Hydrocraft
Chips,Crisps3,B41 Beta,Food,items_food,Hydrocraft
Chips,Crisps4,B41 Beta,Food,items_food,Hydrocraft
Chips,HCCrisps5,B41 Beta,Food,Food Snacks,Hydrocraft
Chips,HCCrisps6,B41 Beta,Food,Food Snacks,Hydrocraft
Chips,HCCrisps7,B41 Beta,Food,Food Snacks,Hydrocraft
Chips,HCCrisps8,B41 Beta,Food,Food Snacks,Hydrocraft
Chips,HCCrisps9,B41 Beta,Food,Food Snacks,Hydrocraft
Chisel Head,HCChiselhead,B41 Beta,Normal,Tools,Hydrocraft
Chlorgas Grenade,HCChlorgasgrenade,B41 Beta,Weapon,Weapons Explosives,Hydrocraft
Chocolate,Chocolate,B41 Beta,Food,items_food,Hydrocraft
Chocolate Cake Slice,CakeChocolate,41.1,Food,items_food,Classic
Chocolate Chip Cookie,HCChipcookie,B41 Beta,Food,Food Cookies,Hydrocraft
Chocolate Chips,ChocolateChips,41.1,Food,items_food,Classic
Chocolate Cookie,CookiesChocolate,41.1,Food,items_food,Classic
Chocolate Cookie,HCChocolatecookie,B41 Beta,Food,Food Cookies,Hydrocraft
Chocolate Cruller,HCCruller2,B41 Beta,Food,Food Donuts,Hydrocraft
Chocolate Donut,HCDoughnutchocolate,B41 Beta,Food,Food Donuts,Hydrocraft
Chocolate Doughnut,DoughnutChocolate,41.1,Food,items_food,Classic
Chocolate Filled Donut,HCDoughnutfilled2,B41 Beta,Food,Food Donuts,Hydrocraft
Chocolate Glazed Donut,HCDoughnutchocolate2,B41 Beta,Food,Food Donuts,Hydrocraft
Chocolate Milk Jug,HCMilkjugchocolate,B41 Beta,Food,Food Dairy,Hydrocraft
Chocolate Popsicle,HCPopsicle2,B41 Beta,Food,Food Ice Cream,Hydrocraft
Chocolate Pudding Cup,HCChocolatepudding,B41 Beta,Food,Food Gelatin,Hydrocraft
Chocolate Pudding Packet,HCJellopacketchocolate,B41 Beta,Food,Food Gelatin,Hydrocraft
Chocolate Shavings,HCChocolateshavings,B41 Beta,Food,Food Candy,Hydrocraft
Chocolate Twist Donut,HCDoughnuttwist2,B41 Beta,Food,Food Donuts,Hydrocraft
Choke Tube Full,ChokeTubeFull,41.1,WeaponPart,newitems,Classic
Choke Tube Improved,ChokeTubeImproved,41.1,WeaponPart,newitems,Classic
Chopsticks,Chopsticks,41.1,Normal,newitems,Classic
Chopsticks,HCChopsticks,B41 Beta,Normal,Kitchen,Hydrocraft
Christmas Cookie,HCChristmascookie,B41 Beta,Food,Food Cookies,Hydrocraft
Christmas Ham Casserole,HCChristmashamcasserole,B41 Beta,Food,Food Meat,Hydrocraft
Christmas Lights,HCXmaslights,B41 Beta,Normal,Holiday,Hydrocraft
Christmas Stocking,HCStocking,B41 Beta,Container,Holiday,Hydrocraft
Christmas Tree,HCXmastree,B41 Beta,Normal,Holiday,Hydrocraft
Christmas Tree,HCXmastree2,B41 Beta,Normal,Holiday,Hydrocraft
Christmas Tree,HCXmastree3,B41 Beta,Normal,Holiday,Hydrocraft
Christmas Tree,HCXmastree4,B41 Beta,Normal,Holiday,Hydrocraft
Christmas Wreath,HCwreath,B41 Beta,Normal,Holiday,Hydrocraft
Chrome Ingot,HCChromeingot,B41 Beta,Normal,Metalurgy,Hydrocraft
Chrome Powder,HCChromepowder,B41 Beta,Normal,Alchemy,Hydrocraft
Chromite,HCChromeore,B41 Beta,Normal,Mining,Hydrocraft
Chrysalis,HCChrysalis,B41 Beta,Normal,Bugs,Hydrocraft
Chrysalis,HCChrysalis2,B41 Beta,Normal,Bugs,Hydrocraft
Chrysanthemum,HCChrysanthemum,B41 Beta,Normal,Foraging,Hydrocraft
Chub,HCChub,B41 Beta,Food,Food Seafood,Hydrocraft
Churn,HCChurn,B41 Beta,Normal,Carpentry,Hydrocraft
Cicada,HCCicada,B41 Beta,Normal,Bugs,Hydrocraft
Cigar,HCCigar,B41 Beta,Food,Drugs Tobacco,Hydrocraft
Cigar Box,HCCigarbox,B41 Beta,Container,Drugs Tobacco,Hydrocraft
Cigarette Butt,HCCigarettebutt,B41 Beta,Normal,Drugs Tobacco,Hydrocraft
Cigarette Carton,HCCigarettecarton,B41 Beta,Normal,Drugs Tobacco,Hydrocraft
Cigarette Pack,HCCigarettepack,B41 Beta,Normal,Drugs Tobacco,Hydrocraft
Cigarettes,Cigarettes,B41 Beta,Food,items,Hydrocraft
Cilantro,HCCilantro,B41 Beta,Food,Food Condiments,Hydrocraft
Cinema Ticket,HCCinematicket,B41 Beta,Normal,Cinema,Hydrocraft
Cinnabar,HCCinnabar,B41 Beta,Normal,Mining,Hydrocraft
Cinnamon,HCCinnamon,B41 Beta,Food,Food Condiments,Hydrocraft
Cinnamon Donut,HCDoughnutcinnamon,B41 Beta,Food,Food Donuts,Hydrocraft
Cinquefoils,HCCinquefoils,B41 Beta,Normal,Foraging,Hydrocraft
Circuit Board With Holes,HCCircuitboarddrilled,B41 Beta,Normal,Electronics,Hydrocraft
Circuit Board With Photo Lacquer,HCCircuitboardcoppersidephotolacquer,B41 Beta,Normal,Electronics,Hydrocraft
Circuit Print,HCCircuitprint,B41 Beta,Normal,Electronics,Hydrocraft
Circular Saw Blade,HCSawcircularblade,B41 Beta,Normal,Tools,Hydrocraft
Circut Chip,HCCircutchip,B41 Beta,Normal,Electronics,Hydrocraft
Citric Acid,HCCitricacid,B41 Beta,Drainable,Alchemy,Hydrocraft
Citrine Quartz Crystal,HCQuartzcitrine,B41 Beta,Normal,Gems,Hydrocraft
Civilian Bulletproof Vest,Vest_BulletCivilian,41.1,Clothing,clothing/clothing_shirts,Classic
Clarinet,HCClarinet,B41 Beta,Normal,Music,Hydrocraft
Clay Cauldron,HCClaycauldron,B41 Beta,Normal,Pottery,Hydrocraft
Clay Cauldron with Water,HCClaycauldronfull,B41 Beta,Drainable,Pottery,Hydrocraft
Clay Flowerpot,HCClayflowerpot,B41 Beta,Normal,Pottery,Hydrocraft
Clay Flowerpot with Dirt,HCClayflowerpotwithdirt,B41 Beta,Normal,Gardening,Hydrocraft
Clay Jar,HCClayjar,B41 Beta,Normal,Pottery,Hydrocraft
Clay Medium Animal Armature,HCArmaturemediumanimalclay,B41 Beta,Normal,Taxidermy,Hydrocraft
Clay Mug,HCClaymug,B41 Beta,Normal,Pottery,Hydrocraft
Clay Oil Lamp,HCClayoillamp,B41 Beta,Normal,Pottery,Hydrocraft
Clay Pipe,HCClaypipe,B41 Beta,Normal,Pottery,Hydrocraft
Clay Pipe with Hemp,HCPipehemp,B41 Beta,Food,Drugs Cannabis,Hydrocraft
Clay Pipe with Pure Opium,HCPipeopiumpure,B41 Beta,Food,Drugs Opium,Hydrocraft
Clay Pipe with Tobacco,HCPipetobacco,B41 Beta,Food,Drugs Tobacco,Hydrocraft
Clay Pot,HCClaypot,B41 Beta,Normal,Pottery,Hydrocraft
Clay Small Animal Armature,HCArmaturesmallanimalclay,B41 Beta,Normal,Taxidermy,Hydrocraft
Clay Smoking Pipe,HCClaypipesmoking,B41 Beta,Normal,Pottery,Hydrocraft
Clay Tablet,HCClaytablet,B41 Beta,Normal,Pottery,Hydrocraft
Clay Teapot,HCClayteapot,B41 Beta,Normal,Pottery,Hydrocraft
Clay Urn,HCClayurn,B41 Beta,Container,Pottery,Hydrocraft
Claydoh,HCToyclay,B41 Beta,Drainable,Toys,Hydrocraft
Clean Plastic Bottle,HCWaterbottleclean,B41 Beta,Normal,Recycling,Hydrocraft
Cleaning Liquid,CleaningLiquid2,41.1,Drainable,newitems,Classic
Cleanser,HCCleanser,B41 Beta,Drainable,Cleaning,Hydrocraft
Climbing Pack,HCClimbingpack,B41 Beta,Container,Containers,Hydrocraft
Cling Wrap,HCSaranwrap,B41 Beta,Drainable,Kitchen,Hydrocraft
Clip-on Bow Tie,Tie_BowTieWorn,41.1,Clothing,clothing/clothing_others,Classic
Clip-on Spiffo Tie,Tie_Worn_Spiffo,41.1,Clothing,clothing/clothing_others,Classic
Clip-on Tie,Tie_Worn,41.1,Clothing,clothing/clothing_others,Classic
Clipboard,HCClipboard,B41 Beta,Normal,Office,Hydrocraft
Closed Bear Trap,BearTrapClosed,B41 Beta,Normal,Trapping,Hydrocraft
Closed Umbrella,UmbrellaClosed,B41 Beta,Weapon,Umbrella,Hydrocraft
Closed Umbrella,ClosedUmbrellaRed,41.1,Weapon,items_weapons,Classic
Closed Umbrella,ClosedUmbrellaBlue,41.1,Weapon,items_weapons,Classic
Closed Umbrella,ClosedUmbrellaBlack,41.1,Weapon,items_weapons,Classic
Closed Umbrella,ClosedUmbrellaWhite,41.1,Weapon,items_weapons,Classic
Cloth,HCCloth,B41 Beta,Normal,Tailoring,Hydrocraft
Cloth Tote Bag,HCClothtotebag,B41 Beta,Container,Containers,Hydrocraft
Clothes Line,HCClothesline,B41 Beta,Normal,Carpentry,Hydrocraft
Clothes Line with Clothes,HCClotheslinefull,B41 Beta,Normal,Tailoring,Hydrocraft
Clothespin,HCClothespin,B41 Beta,Normal,Tailoring,Hydrocraft
Clothing Hamper,HCClothhamper,B41 Beta,Container,Bathroom,Hydrocraft
Clover,HCClover,B41 Beta,Food,Foraging,Hydrocraft
Cloves,HCCloves,B41 Beta,Food,Food Condiments,Hydrocraft
Club,HCMasterclub,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Club Hammer,ClubHammer,41.1,Weapon,items_weapons,Classic
Club with Barbed Wire,HCMasterclubbarbedwire,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Club with Hedge Cutter Blade,HCMasterclubcutter,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Club with Hedge Trimmer Blade,HCMasterclubtrimmer,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Club with Screws,HCMasterclubscrews,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Club with Tent Pegs,HCMasterclubtentpegs,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Club with Wrench,HCMasterclubwrench,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Clutch,HCClutch,B41 Beta,Normal,Auto,Hydrocraft
Coal,HCCoal,B41 Beta,Normal,Mining,Hydrocraft
Coal Mine,HCCoalMine,B41 Beta,Normal,Mining,Hydrocraft
Coal Mine,HCCoalMineB,B41 Beta,Normal,Mining,Hydrocraft
Coal Working Textbook,HCBookcoalworking,B41 Beta,Literature,Books,Hydrocraft
Cobalt Ore,HCCobaltore,B41 Beta,Normal,Mining,Hydrocraft
Cobalt Powder,HCCobaltpowder,B41 Beta,Normal,Alchemy,Hydrocraft
Cobbling Textbook,HCBookcobbling,B41 Beta,Literature,Books,Hydrocraft
Cockroach,Cockroach,41.1,Food,items_food,Classic
Cocktail Glass of Gin,HCDrinkcocktailglassgin,B41 Beta,Food,Food Bar,Hydrocraft
Cocktail Glass of Rum,HCDrinkcocktailglassrum,B41 Beta,Food,Food Bar,Hydrocraft
Cocktail Glass of Vodka,HCDrinkcocktailglassvodka,B41 Beta,Food,Food Bar,Hydrocraft
Cocktail Glass of Whiskey,HCDrinkcocktailglasswhiskey,B41 Beta,Food,Food Bar,Hydrocraft
Cocktail Shaker,HCCocktailshaker,B41 Beta,Normal,Kitchen,Hydrocraft
Cocoa Powder,HCCoco,B41 Beta,Drainable,Food Drinks,Hydrocraft
Cocoa Powder,CocoaPowder,41.1,Food,items_food,Classic
Coffee,Coffee2,B41 Beta,Food,items_food,Hydrocraft
Coffee Filter Box,HCCoffeefilterbox,B41 Beta,Normal,Kitchen,Hydrocraft
Coil,HCCoil,B41 Beta,Normal,Industrial,Hydrocraft
Coin Press,HCCoinpress,B41 Beta,Normal,Money,Hydrocraft
Coke,HCCoke,B41 Beta,Normal,Firecrafting,Hydrocraft
Cola Soda,HCSodacola,B41 Beta,Food,Food Sodapop,Hydrocraft
Colander,HCColander,B41 Beta,Normal,Kitchen,Hydrocraft
Cold Beaker With Hydrogen Peroxide,HCBeakerh2o2cooled,B41 Beta,Normal,Beakers,Hydrocraft
Cold Beaker With Hydrogen Peroxide and Hexamethylentetramin,HCBeakerh2o2hexacooled,B41 Beta,Normal,Beakers,Hydrocraft
Cold Beaker With Hydrogen Peroxide and Hexamethylentetramin and Citric Acid,HCBeakerh2o2hexacitricacidcooled,B41 Beta,Normal,Beakers,Hydrocraft
Cold Cuppa,ColdCuppa,41.1,Food,items_food,Classic
Cold Cuppa,ColdDrinkRed,41.1,Food,items_food,Classic
Cold Cuppa,ColdDrinkWhite,41.1,Food,items_food,Classic
Cold Cuppa,ColdDrinkSpiffo,41.1,Food,items_food,Classic
Cold Pack,Coldpack,41.1,Normal,newitems,Classic
Colewort,HCColewort,B41 Beta,Food,Food Vegetables,Hydrocraft
Colewort Seeds,HCColewortseeds,B41 Beta,Normal,Seeds,Hydrocraft
Colewort Seeds Packet,HCColewortseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Collie (Female),HCColliefemale,B41 Beta,Container,Dogs,Hydrocraft
Collie (Male),HCColliemale,B41 Beta,Container,Dogs,Hydrocraft
Cologne,Cologne,41.1,Normal,newitems,Classic
Colored Wire,HCColoredwire,B41 Beta,Normal,Electronics,Hydrocraft
Coloured Party Hat,Hat_PartyHat_TINT,41.1,Clothing,clothing/clothing_hats,Classic
Columbine,HCColumbine,B41 Beta,Normal,Foraging,Hydrocraft
Comb,Comb,41.1,Normal,newitems,Classic
Combat Boots,HCBootcombat,B41 Beta,Clothing,Clothing,Hydrocraft
Combat Knife,HCCombatknife,B41 Beta,Weapon,Weapons Blades,Hydrocraft
COMBINATION LOCKED,MetalSafeComboClosedInner,B41 Beta,Container,Lockcmithing,Hydrocraft
Combination Padlock,CombinationPadlock,41.1,Key,newitems,Classic
Comfrey,Comfrey,41.1,Normal,newitems,Classic
Comfrey Poultice,ComfreyCataplasm,41.1,Normal,newitems,Classic
Comic Book,HCComic1,B41 Beta,Literature,Comics,Hydrocraft
Comic Book,HCComic2,B41 Beta,Literature,Comics,Hydrocraft
Comic Book,HCComic3,B41 Beta,Literature,Comics,Hydrocraft
Comic Book,HCComic4,B41 Beta,Literature,Comics,Hydrocraft
Comic Book,HCComic5,B41 Beta,Literature,Comics,Hydrocraft
Comic Book,HCComic6,B41 Beta,Literature,Comics,Hydrocraft
Comic Book,HCComic7,B41 Beta,Literature,Comics,Hydrocraft
Comic Book,HCComic8,B41 Beta,Literature,Comics,Hydrocraft
Comic Book,HCComic9,B41 Beta,Literature,Comics,Hydrocraft
Comic Book,ComicBook,41.1,Literature,items_literature,Classic
Common Mallow,CommonMallow,41.1,Food,items_food,Classic
Communications Textbook,HCBookcommunications,B41 Beta,Literature,Books,Hydrocraft
Compass,HCCompass,B41 Beta,Normal,Camping_HC,Hydrocraft
Compost,HCCompost,B41 Beta,Normal,Composting,Hydrocraft
Compost Bag,CompostBag,41.1,Drainable,newitems,Classic
Compost Bin,HCCompostbin,B41 Beta,Normal,Composting,Hydrocraft
Composter,HCComposter,B41 Beta,Normal,Composting,Hydrocraft
Computer,HCComputer,B41 Beta,Normal,Electronics,Hydrocraft
Computer Fan,HCComputerfan,B41 Beta,Normal,Electronics,Hydrocraft
Computer Game,HCPCgame1,B41 Beta,Normal,Toys,Hydrocraft
Computer Game,HCPCgame2,B41 Beta,Normal,Toys,Hydrocraft
Computer Game,HCPCgame3,B41 Beta,Normal,Toys,Hydrocraft
Computer Game,HCPCgame4,B41 Beta,Normal,Toys,Hydrocraft
Computer Game,HCPCgame5,B41 Beta,Normal,Toys,Hydrocraft
Computer Game,HCPCgame6,B41 Beta,Normal,Toys,Hydrocraft
Computer Keyboard,HCComputerkeyboard,B41 Beta,Normal,Electronics,Hydrocraft
Computer Keyboard Blueprint,HCBlueprintcomputerkeyboard,B41 Beta,Literature,Blueprints,Hydrocraft
Computer Monitor,HCComputermonitor,B41 Beta,Normal,Electronics,Hydrocraft
Computer Monitor Blueprint,HCBlueprintcomputermonitor,B41 Beta,Literature,Blueprints,Hydrocraft
Computer Mouse,HCComputermouse,B41 Beta,Normal,Electronics,Hydrocraft
Computer Mouse Blueprint,HCBlueprintcomputermouse,B41 Beta,Literature,Blueprints,Hydrocraft
Computer Programing Textbook,HCBookcomputerprograming,B41 Beta,Literature,Books,Hydrocraft
Computer PSU,HCComputerPSU,B41 Beta,Normal,Electronics,Hydrocraft
Concrete Block,HCConcreteblock,B41 Beta,Normal,Masonry,Hydrocraft
Concrete Ingot,HCConcreteingot,B41 Beta,Normal,Masonry,Hydrocraft
Cone,Cone,41.1,Food,items_food,Classic
Conical Flask With Starter Fluid and Water,HCWaterbottlestarterfluid,B41 Beta,Normal,Alchemy,Hydrocraft
Conical Flask With Water,HCGlasswaterbottle,B41 Beta,Food,Lab,Hydrocraft
Constantan Heating Coil,HCConstantanheatingcoil,B41 Beta,Normal,Industrial,Hydrocraft
Constantan Ingot,HCConstantaningot,B41 Beta,Normal,Metalurgy,Hydrocraft
Constantan Wire,HCWireconstantan,B41 Beta,Drainable,Industrial,Hydrocraft
Control Panel,HCControlpanel,B41 Beta,Normal,Electronics,Hydrocraft
Conveyor Belt,HCConveyorbelt,B41 Beta,Normal,Industrial,Hydrocraft
Cooked Beetle Grub,HCBeetlegrubcooked,B41 Beta,Food,Bugs,Hydrocraft
Cookie,CookieChocolateChip,41.1,Food,items_food,Classic
Cookie Dough,HCCookiedough,B41 Beta,Food,Food Cookies,Hydrocraft
Cookie Jar,HCCookiejar,B41 Beta,Normal,Kitchen,Hydrocraft
Cookie Mold,HCCookiemold,B41 Beta,Normal,Kitchen,Hydrocraft
Cookiecutter,HCCookiecutter,B41 Beta,Normal,Food Cookies,Hydrocraft
Cooking Apron,HCCookingapron,B41 Beta,Normal,Kitchen,Hydrocraft
Cooking for Beginners,BookCooking1,41.1,Literature,items_literature,Classic
Cooking for Intermediates,BookCooking2,41.1,Literature,items_literature,Classic
Cooking Oil,HCCookingoil,B41 Beta,Drainable,Food Condiments,Hydrocraft
Cooking Pot,Pot,41.1,Normal,items,Classic
Cooking Pot Helmet,HCHelmcookingpot,B41 Beta,Normal,Armor,Hydrocraft
Cooking Pot with Crab,HCCrabpot,B41 Beta,Food,Food Seafood,Hydrocraft
Cooking Pot with Crayfish,HCCrayfishpot,B41 Beta,Food,Food Seafood,Hydrocraft
Cooking Pot with Mussel,HCMusselpot,B41 Beta,Food,Food Seafood,Hydrocraft
Cooking Pot with Pasta,WaterPotPasta,41.1,Food,items_food,Classic
Cooking Pot with Rice,WaterPotRice,41.1,Food,items_food,Classic
Cooking Pot with Water,WaterPot,41.1,Drainable,items_food,Classic
Cooler,HCCooler,B41 Beta,Container,Containers,Hydrocraft
Cooling Apple Jello Mold,HCJelloapple1hot,B41 Beta,Food,Food Gelatin,Hydrocraft
Cooling Blueberry Jello Mold,HCJelloblueberry1hot,B41 Beta,Food,Food Gelatin,Hydrocraft
Cooling Cherry Jello Mold,HCJellocherry1hot,B41 Beta,Food,Food Gelatin,Hydrocraft
Cooling Lemon Jello Mold,HCJellolemon1hot,B41 Beta,Food,Food Gelatin,Hydrocraft
Cooling Lime Jello Mold,HCJellolime1hot,B41 Beta,Food,Food Gelatin,Hydrocraft
Cooling Orange Jello Mold,HCJelloorange1hot,B41 Beta,Food,Food Gelatin,Hydrocraft
Cooling Strawberry Jello Mold,HCJellostrawberry1hot,B41 Beta,Food,Food Gelatin,Hydrocraft
Cooling Watermelon Jello Mold,HCJellowatermelon1hot,B41 Beta,Food,Food Gelatin,Hydrocraft
Coop with Chickens,HCCoopfull,B41 Beta,Normal,Animals,Hydrocraft
Coop with Hungry Chickens,HCCoophungry,B41 Beta,Normal,Animals,Hydrocraft
Coop with Tired Chickens,HCCooptired,B41 Beta,Normal,Animals,Hydrocraft
Coot (Female),HCCootfemale,B41 Beta,Normal,Hunting,Hydrocraft
Coot (Male),HCCootmale,B41 Beta,Normal,Hunting,Hydrocraft
Copper Arm Guards,HCArmarmorcopper,B41 Beta,Normal,Armor,Hydrocraft
Copper Armor,HCArmorcopper,B41 Beta,Normal,Armor,Hydrocraft
Copper Cable,HCCablecopper,B41 Beta,Normal,Electronics,Hydrocraft
Copper Circuit Board,HCCircuitboardcopperside,B41 Beta,Normal,Electronics,Hydrocraft
Copper Coin,HCCoincopper,B41 Beta,Normal,Money,Hydrocraft
Copper Cooler,HCCoppercooler,B41 Beta,Normal,Distillery,Hydrocraft
Copper Cooling Rack,HCPipefridge,B41 Beta,Normal,Smithing,Hydrocraft
Copper Fishhook,HCFishhookcopper,B41 Beta,Normal,Fishing,Hydrocraft
Copper Gear,HCGearcopper,B41 Beta,Normal,Industrial,Hydrocraft
Copper Halberd,HCHalberdcopper,B41 Beta,Weapon,Weapons Polearms,Hydrocraft
Copper Helmet,HCHelmcopper,B41 Beta,Normal,Armor,Hydrocraft
Copper Ingot,HCCopperingot,B41 Beta,Normal,Metalurgy,Hydrocraft
Copper Kettle,HCKettlecopper,B41 Beta,Normal,Kitchen,Hydrocraft
Copper Kettle with Water,HCKettlecopperfull,B41 Beta,Drainable,Kitchen,Hydrocraft
Copper Leg Guards,HCLegarmorcopper,B41 Beta,Normal,Armor,Hydrocraft
Copper Mashpot,HCCoppermashpot,B41 Beta,Normal,Distillery,Hydrocraft
Copper Mug,HCMugcopper,B41 Beta,Normal,Kitchen,Hydrocraft
Copper Mug with Water,HCMugcopperfull,B41 Beta,Drainable,Kitchen,Hydrocraft
Copper Ore,HCCopperore,B41 Beta,Normal,Mining,Hydrocraft
Copper Oxide Powder,HCCopperoxidepowder,B41 Beta,Normal,Alchemy,Hydrocraft
Copper Pipe,HCCopperpipe,B41 Beta,Normal,Smithing,Hydrocraft
Copper Powder,HCCopperpowder,B41 Beta,Normal,Alchemy,Hydrocraft
Copper Ring,HCRingcopper,B41 Beta,Normal,Rings,Hydrocraft
Copper Rod,HCCopperrod,B41 Beta,Normal,Smithing,Hydrocraft
Copper Scythe,HCScythecopper,B41 Beta,Weapon,Weapons Polearms,Hydrocraft
Copper Sheet,HCCoppersheet,B41 Beta,Normal,Smithing,Hydrocraft
Copper Shield,HCShieldcopper,B41 Beta,Normal,Armor,Hydrocraft
Copper Smithy Hammer,HCSmithyhammercopper,B41 Beta,Weapon,Weapons Hammers,Hydrocraft
Copper Spear,HCSpearcopper,B41 Beta,Weapon,Weapons Polearms,Hydrocraft
Copper Spiked Flail,HCSpikedflailcopper,B41 Beta,Weapon,Weapons Hammers,Hydrocraft
Copper Spiked Mace,HCSpikedmacecopper,B41 Beta,Weapon,Weapons Hammers,Hydrocraft
Copper Sulfate Powder,HCCoppersulfatepowder,B41 Beta,Normal,Alchemy,Hydrocraft
Copper Trident,HCTridentcopper,B41 Beta,Weapon,Weapons Polearms,Hydrocraft
Copper War Hammer,HCWarhammercopper,B41 Beta,Weapon,Weapons Hammers,Hydrocraft
Copper Wire,HCWirecopper,B41 Beta,Drainable,Industrial,Hydrocraft
Copper Working Textbook,HCBookcopperworking,B41 Beta,Literature,Books,Hydrocraft
Copy Machine,HCCopymachine,B41 Beta,Normal,Electronics,Hydrocraft
Copy Machine With Generator,HCCopymachineGen,B41 Beta,Normal,Electronics,Hydrocraft
Cord Gloves,HCGlovecord,B41 Beta,Normal,Armor,Hydrocraft
Cordless Drill,HCDrillcordless,B41 Beta,Normal,Tools,Hydrocraft
Cordless Drill with Power,HCDrillcordlesspowered,B41 Beta,Drainable,Tools,Hydrocraft
Cordless Phone,CordlessPhone,41.1,Normal,newitems,Classic
Corgi (Female),HCCorgifemale,B41 Beta,Container,Dogs,Hydrocraft
Corgi (Male),HCCorgimale,B41 Beta,Container,Dogs,Hydrocraft
Coriander,HCCoriander,B41 Beta,Food,Food Condiments,Hydrocraft
Cork,Cork,41.1,Normal,newitems,Classic
Cork,HCCork,B41 Beta,Normal,Lab,Hydrocraft
Cork with Hole,HCCorkhole,B41 Beta,Normal,Lab,Hydrocraft
Corkscrew,Corkscrew,41.1,Normal,newitems,Classic
Corn,Corn,41.1,Food,items_food,Classic
Corn Cereal,HCCereal3,B41 Beta,Food,Food Breakfast,Hydrocraft
Corn Cob,HCCob,B41 Beta,Normal,Herbalism,Hydrocraft
Corn Cob Pipe,HCCorncobpipe,B41 Beta,Normal,Herbalism,Hydrocraft
Corn Cob Pipe with Hemp,HCCorncobpipehemp,B41 Beta,Food,Drugs Cannabis,Hydrocraft
Corn Cob Pipe with Pure Opium,HCCorncobpipeopiumpure,B41 Beta,Food,Drugs Opium,Hydrocraft
Corn Cob Pipe with Tobacco,HCCorncobpipetobacco,B41 Beta,Food,Drugs Tobacco,Hydrocraft
Corn Flour,Cornflour,41.1,Drainable,newitems,Classic
Corn Husk,HCHusk,B41 Beta,Normal,Herbalism,Hydrocraft
Corn On the Cob,HCCornonthecob,B41 Beta,Food,Food Other,Hydrocraft
Corn Seeds,HCCornseeds,B41 Beta,Normal,Seeds,Hydrocraft
Corn Seeds Packet,HCCornseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Corn Syrup,HCCornsyrup,B41 Beta,Drainable,Food Condiments,Hydrocraft
Corn Tortilla,HCTortillacorn,B41 Beta,Food,Food Mexican,Hydrocraft
Corn Whiskey,HCWhiskeycorn,B41 Beta,Food,Food Bar,Hydrocraft
Cornbread,Cornbread,41.1,Food,items_food,Classic
Cornbread,HCCornbread,B41 Beta,Food,Food Flour,Hydrocraft
Corndog,Corndog,41.1,Food,items_food,Classic
Corned Beef Taco,HCTacocornedbeef,B41 Beta,Food,Food Mexican,Hydrocraft
Cornmeal,Cornmeal,41.1,Drainable,items,Classic
Corpse,CorpseMale,41.1,Normal,newitems,Classic
